id,ln_count,ln_finished,fi_done,fi_name
477,1635981,0,False,13_sorted_file_32.txt
478,1628754,0,False,13_sorted_file_33.txt
479,1586870,0,False,13_sorted_file_34.txt
480,1641865,0,False,13_sorted_file_35.txt
481,1604565,0,False,13_sorted_file_36.txt
482,1588904,0,False,13_sorted_file_37.txt
483,1743844,0,False,13_sorted_file_38.txt
484,1649751,0,False,13_sorted_file_39.txt
485,1593993,0,False,13_sorted_file_4.txt
486,1756548,0,False,13_sorted_file_40.txt
487,1644422,0,False,13_sorted_file_41.txt
488,1560648,0,False,13_sorted_file_42.txt
489,1604170,0,False,13_sorted_file_43.txt
490,1593015,0,False,13_sorted_file_44.txt
491,1591758,0,False,13_sorted_file_45.txt
492,1903676,0,False,13_sorted_file_46.txt
493,1543983,0,False,13_sorted_file_47.txt
494,1556158,0,False,13_sorted_file_48.txt
495,1624358,0,False,13_sorted_file_49.txt
496,1531431,0,False,13_sorted_file_5.txt
497,1492574,0,False,13_sorted_file_50.txt
498,1530007,0,False,13_sorted_file_51.txt
499,1633173,0,False,13_sorted_file_52.txt
500,1670493,0,False,13_sorted_file_6.txt
501,1554874,0,False,13_sorted_file_7.txt
502,1574708,0,False,13_sorted_file_8.txt
503,1575602,0,False,13_sorted_file_9.txt
504,1496546,0,False,14_data_file_0.txt
505,1325384,0,False,14_data_file_1.txt
506,1680218,0,False,14_data_file_10.txt
507,1537354,0,False,14_data_file_11.txt
508,1674487,0,False,14_sorted_file_12.txt
509,1724333,0,False,14_sorted_file_13.txt
510,1611787,0,False,14_sorted_file_14.txt
511,1550081,0,False,14_sorted_file_15.txt
512,1596561,0,False,14_sorted_file_16.txt
513,1570283,0,False,14_sorted_file_17.txt
514,1602837,0,False,14_sorted_file_18.txt
515,1687443,0,False,14_sorted_file_19.txt
516,1558807,0,False,14_sorted_file_2.txt
517,1705207,0,False,14_sorted_file_20.txt
518,1508996,0,False,14_sorted_file_21.txt
519,1647120,0,False,14_sorted_file_22.txt
520,1559769,0,False,14_sorted_file_23.txt
521,1635768,0,False,14_sorted_file_24.txt
522,1608541,0,False,14_sorted_file_25.txt
523,1532962,0,False,14_sorted_file_26.txt
524,1592753,0,False,14_sorted_file_27.txt
525,1551587,0,False,14_sorted_file_28.txt
526,1510484,0,False,14_sorted_file_29.txt
527,1552732,0,False,14_sorted_file_3.txt
528,1558849,0,False,14_sorted_file_30.txt
529,1566402,0,False,14_sorted_file_31.txt
530,1675190,0,False,14_sorted_file_32.txt
531,1620621,0,False,14_sorted_file_33.txt
532,1597211,0,False,14_sorted_file_34.txt
533,1551496,0,False,14_sorted_file_35.txt
534,1558699,0,False,14_sorted_file_36.txt
535,1585520,0,False,14_sorted_file_37.txt
536,1708933,0,False,14_sorted_file_38.txt
537,1639351,0,False,14_sorted_file_39.txt
538,1587339,0,False,14_sorted_file_4.txt
539,1720078,0,False,14_sorted_file_40.txt
540,1606964,0,False,14_sorted_file_41.txt
541,1572397,0,False,14_sorted_file_42.txt
542,1620802,0,False,14_sorted_file_43.txt
543,1566447,0,False,14_sorted_file_44.txt
544,1565938,0,False,14_sorted_file_45.txt
545,1903467,0,False,14_sorted_file_46.txt
546,1544110,0,False,14_sorted_file_47.txt
547,1556382,0,False,14_sorted_file_48.txt
548,1593459,0,False,14_sorted_file_49.txt
549,1542146,0,False,14_sorted_file_5.txt
550,1492222,0,False,14_sorted_file_50.txt
551,1529843,0,False,14_sorted_file_51.txt
552,1632757,0,False,14_sorted_file_52.txt
553,1647991,0,False,14_sorted_file_6.txt
554,1531432,0,False,14_sorted_file_7.txt
555,1563219,0,False,14_sorted_file_8.txt
556,1594223,0,False,14_sorted_file_9.txt
557,1511475,0,False,15_data_file_0.txt
558,1349975,0,False,15_data_file_1.txt
559,1657406,0,False,15_data_file_10.txt
560,1574929,0,False,15_data_file_11.txt
561,1613802,0,False,15_sorted_file_12.txt
562,1568485,0,False,15_sorted_file_13.txt
563,1602095,0,False,15_sorted_file_14.txt
564,1541035,0,False,15_sorted_file_15.txt
565,1597647,0,False,15_sorted_file_16.txt
566,1575445,0,False,15_sorted_file_17.txt
567,1597557,0,False,15_sorted_file_18.txt
568,1662824,0,False,15_sorted_file_19.txt
569,1546966,0,False,15_sorted_file_2.txt
570,1703739,0,False,15_sorted_file_20.txt
571,1540473,0,False,15_sorted_file_21.txt
572,1639140,0,False,15_sorted_file_22.txt
573,1583139,0,False,15_sorted_file_23.txt
574,1619676,0,False,15_sorted_file_24.txt
575,1559305,0,False,15_sorted_file_25.txt
576,1560879,0,False,15_sorted_file_26.txt
577,1616567,0,False,15_sorted_file_27.txt
578,1576757,0,False,15_sorted_file_28.txt
579,1546191,0,False,15_sorted_file_29.txt
580,1564545,0,False,15_sorted_file_3.txt
581,1556509,0,False,15_sorted_file_30.txt
582,1619856,0,False,15_sorted_file_31.txt
583,1644412,0,False,15_sorted_file_32.txt
584,1613793,0,False,15_sorted_file_33.txt
585,1631233,0,False,15_sorted_file_34.txt
586,1575379,0,False,15_sorted_file_35.txt
587,1620193,0,False,15_sorted_file_36.txt
588,1615553,0,False,15_sorted_file_37.txt
589,1725234,0,False,15_sorted_file_38.txt
590,1690070,0,False,15_sorted_file_39.txt
591,1569941,0,False,15_sorted_file_4.txt
592,1776624,0,False,15_sorted_file_40.txt
593,1673092,0,False,15_sorted_file_41.txt
594,1575926,0,False,15_sorted_file_42.txt
595,1593947,0,False,15_sorted_file_43.txt
596,1584369,0,False,15_sorted_file_44.txt
597,1605540,0,False,15_sorted_file_45.txt
598,1906270,0,False,15_sorted_file_46.txt
599,1543996,0,False,15_sorted_file_47.txt
600,1555768,0,False,15_sorted_file_48.txt
601,1605409,0,False,15_sorted_file_49.txt
602,1545634,0,False,15_sorted_file_5.txt
603,1492498,0,False,15_sorted_file_50.txt
604,1530165,0,False,15_sorted_file_51.txt
605,1632782,0,False,15_sorted_file_52.txt
606,1653737,0,False,15_sorted_file_6.txt
607,1529561,0,False,15_sorted_file_7.txt
608,1521597,0,False,15_sorted_file_8.txt
609,1608171,0,False,15_sorted_file_9.txt
610,1530155,0,False,16_data_file_0.txt
