id,lines_count,cfo_path,cfo_name
0,1514464,_splitted_1675402897,0_data_file_0.txt
1,1312606,_splitted_1675402897,0_data_file_1.txt
2,1567738,_splitted_1675402897,0_data_file_10.txt
3,1524295,_splitted_1675402897,0_data_file_100.txt
4,1524307,_splitted_1675402897,0_data_file_101.txt
5,1524652,_splitted_1675402897,0_data_file_102.txt
6,1524581,_splitted_1675402897,0_data_file_103.txt
7,1593479,_splitted_1675402897,0_data_file_104.txt
8,1675662,_splitted_1675402897,0_data_file_105.txt
9,1529658,_splitted_1675402897,0_data_file_106.txt
10,1623302,_splitted_1675402897,0_data_file_107.txt
11,1521313,_splitted_1675402897,0_data_file_108.txt
12,1592320,_splitted_1675402897,0_data_file_109.txt
13,1539765,_splitted_1675402897,0_data_file_11.txt
14,1585656,_splitted_1675402897,0_data_file_110.txt
15,1648660,_splitted_1675402897,0_data_file_111.txt
16,1430952,_splitted_1675402897,0_data_file_112.txt
17,1539288,_splitted_1675402897,0_data_file_113.txt
18,1554764,_splitted_1675402897,0_data_file_114.txt
19,1701172,_splitted_1675402897,0_data_file_115.txt
20,1501543,_splitted_1675402897,0_sorted_file_116.txt
21,1598023,_splitted_1675402897,0_sorted_file_117.txt
22,1544697,_splitted_1675402897,0_sorted_file_118.txt
23,1516142,_splitted_1675402897,0_sorted_file_119.txt
24,1594396,_splitted_1675402897,0_sorted_file_12.txt
25,1602167,_splitted_1675402897,0_sorted_file_120.txt
26,1641350,_splitted_1675402897,0_sorted_file_121.txt
27,1474154,_splitted_1675402897,0_sorted_file_122.txt
28,1503977,_splitted_1675402897,0_sorted_file_123.txt
29,1537882,_splitted_1675402897,0_sorted_file_124.txt
30,1529495,_splitted_1675402897,0_sorted_file_125.txt
31,1556468,_splitted_1675402897,0_sorted_file_126.txt
32,1523461,_splitted_1675402897,0_sorted_file_127.txt
33,1504072,_splitted_1675402897,0_sorted_file_128.txt
34,1663862,_splitted_1675402897,0_sorted_file_129.txt
35,1594936,_splitted_1675402897,0_sorted_file_13.txt
36,1501633,_splitted_1675402897,0_sorted_file_130.txt
37,1589042,_splitted_1675402897,0_sorted_file_131.txt
38,1496523,_splitted_1675402897,0_sorted_file_132.txt
39,1506537,_splitted_1675402897,0_sorted_file_133.txt
40,1528968,_splitted_1675402897,0_sorted_file_134.txt
41,1540810,_splitted_1675402897,0_sorted_file_135.txt
42,1588690,_splitted_1675402897,0_sorted_file_136.txt
43,1568243,_splitted_1675402897,0_sorted_file_137.txt
44,1505905,_splitted_1675402897,0_sorted_file_138.txt
45,1462948,_splitted_1675402897,0_sorted_file_139.txt
46,1632794,_splitted_1675402897,0_sorted_file_14.txt
47,1585854,_splitted_1675402897,0_sorted_file_140.txt
48,1470747,_splitted_1675402897,0_sorted_file_141.txt
49,1515169,_splitted_1675402897,0_sorted_file_142.txt
50,1610748,_splitted_1675402897,0_sorted_file_143.txt
51,1540632,_splitted_1675402897,0_sorted_file_144.txt
52,1555557,_splitted_1675402897,0_sorted_file_145.txt
53,1588354,_splitted_1675402897,0_sorted_file_146.txt
54,1414165,_splitted_1675402897,0_sorted_file_147.txt
55,1426614,_splitted_1675402897,0_sorted_file_148.txt
56,1536197,_splitted_1675402897,0_sorted_file_149.txt
57,1576364,_splitted_1675402897,0_sorted_file_15.txt
58,1539873,_splitted_1675402897,0_sorted_file_150.txt
59,1578479,_splitted_1675402897,0_sorted_file_151.txt
60,1512472,_splitted_1675402897,0_sorted_file_152.txt
61,1539818,_splitted_1675402897,0_sorted_file_153.txt
62,1507925,_splitted_1675402897,0_sorted_file_154.txt
63,1660379,_splitted_1675402897,0_sorted_file_155.txt
64,1608853,_splitted_1675402897,0_sorted_file_156.txt
65,1512720,_splitted_1675402897,0_sorted_file_157.txt
66,1544602,_splitted_1675402897,0_sorted_file_158.txt
67,1494385,_splitted_1675402897,0_sorted_file_159.txt
68,1566706,_splitted_1675402897,0_sorted_file_16.txt
69,1603369,_splitted_1675402897,0_sorted_file_160.txt
70,1528427,_splitted_1675402897,0_sorted_file_161.txt
71,1503614,_splitted_1675402897,0_sorted_file_162.txt
72,1349273,_splitted_1675402897,0_sorted_file_163.txt
73,1500107,_splitted_1675402897,0_sorted_file_164.txt
74,1591644,_splitted_1675402897,0_sorted_file_165.txt
75,1598690,_splitted_1675402897,0_sorted_file_166.txt
76,1595135,_splitted_1675402897,0_sorted_file_167.txt
77,1507339,_splitted_1675402897,0_sorted_file_168.txt
78,1483803,_splitted_1675402897,0_sorted_file_169.txt
79,1581434,_splitted_1675402897,0_sorted_file_17.txt
80,1544739,_splitted_1675402897,0_sorted_file_170.txt
81,1553904,_splitted_1675402897,0_sorted_file_171.txt
82,1584018,_splitted_1675402897,0_sorted_file_172.txt
83,1586648,_splitted_1675402897,0_sorted_file_173.txt
84,1567439,_splitted_1675402897,0_sorted_file_174.txt
85,1579464,_splitted_1675402897,0_sorted_file_175.txt
86,1549220,_splitted_1675402897,0_sorted_file_176.txt
87,1677894,_splitted_1675402897,0_sorted_file_177.txt
88,1533290,_splitted_1675402897,0_sorted_file_178.txt
89,1472007,_splitted_1675402897,0_sorted_file_179.txt
90,1566938,_splitted_1675402897,0_sorted_file_18.txt
91,1544803,_splitted_1675402897,0_sorted_file_180.txt
92,1549477,_splitted_1675402897,0_sorted_file_181.txt
93,1443119,_splitted_1675402897,0_sorted_file_182.txt
94,1508021,_splitted_1675402897,0_sorted_file_183.txt
95,1529017,_splitted_1675402897,0_sorted_file_184.txt
96,1509472,_splitted_1675402897,0_sorted_file_185.txt
97,1453262,_splitted_1675402897,0_sorted_file_186.txt
98,1494332,_splitted_1675402897,0_sorted_file_187.txt
99,1491549,_splitted_1675402897,0_sorted_file_188.txt
100,1503918,_splitted_1675402897,0_sorted_file_189.txt
101,1584211,_splitted_1675402897,0_sorted_file_19.txt
102,1533249,_splitted_1675402897,0_sorted_file_190.txt
103,1472505,_splitted_1675402897,0_sorted_file_191.txt
104,1496653,_splitted_1675402897,0_sorted_file_192.txt
105,1554936,_splitted_1675402897,0_sorted_file_193.txt
106,1600680,_splitted_1675402897,0_sorted_file_194.txt
107,1558530,_splitted_1675402897,0_sorted_file_195.txt
108,1542867,_splitted_1675402897,0_sorted_file_196.txt
109,1471963,_splitted_1675402897,0_sorted_file_197.txt
110,1574811,_splitted_1675402897,0_sorted_file_198.txt
111,1513030,_splitted_1675402897,0_sorted_file_199.txt
112,1545179,_splitted_1675402897,0_sorted_file_2.txt
113,1650447,_splitted_1675402897,0_sorted_file_20.txt
114,1590142,_splitted_1675402897,0_sorted_file_200.txt
115,1541896,_splitted_1675402897,0_sorted_file_201.txt
116,1655609,_splitted_1675402897,0_sorted_file_202.txt
117,1544795,_splitted_1675402897,0_sorted_file_203.txt
118,1452340,_splitted_1675402897,0_sorted_file_204.txt
119,1544688,_splitted_1675402897,0_sorted_file_205.txt
120,1568554,_splitted_1675402897,0_sorted_file_206.txt
121,1530618,_splitted_1675402897,0_sorted_file_207.txt
122,1575999,_splitted_1675402897,0_sorted_file_208.txt
123,1544808,_splitted_1675402897,0_sorted_file_209.txt
124,1550851,_splitted_1675402897,0_sorted_file_21.txt
125,1473964,_splitted_1675402897,0_sorted_file_210.txt
126,1503930,_splitted_1675402897,0_sorted_file_211.txt
127,1570546,_splitted_1675402897,0_sorted_file_212.txt
128,1564608,_splitted_1675402897,0_sorted_file_213.txt
129,1504841,_splitted_1675402897,0_sorted_file_214.txt
130,1528452,_splitted_1675402897,0_sorted_file_215.txt
131,1515080,_splitted_1675402897,0_sorted_file_216.txt
132,1513124,_splitted_1675402897,0_sorted_file_217.txt
133,1507694,_splitted_1675402897,0_sorted_file_218.txt
134,1540054,_splitted_1675402897,0_sorted_file_219.txt
135,1599368,_splitted_1675402897,0_sorted_file_22.txt
136,1635941,_splitted_1675402897,0_sorted_file_220.txt
137,1507809,_splitted_1675402897,0_sorted_file_221.txt
138,1527482,_splitted_1675402897,0_sorted_file_222.txt
139,1491229,_splitted_1675402897,0_sorted_file_223.txt
140,1514313,_splitted_1675402897,0_sorted_file_224.txt
141,1535282,_splitted_1675402897,0_sorted_file_225.txt
142,1582946,_splitted_1675402897,0_sorted_file_226.txt
143,1595378,_splitted_1675402897,0_sorted_file_227.txt
144,1488507,_splitted_1675402897,0_sorted_file_228.txt
145,1497204,_splitted_1675402897,0_sorted_file_229.txt
146,1614535,_splitted_1675402897,0_sorted_file_23.txt
147,1477605,_splitted_1675402897,0_sorted_file_230.txt
148,1437843,_splitted_1675402897,0_sorted_file_231.txt
149,1536466,_splitted_1675402897,0_sorted_file_232.txt
150,1544380,_splitted_1675402897,0_sorted_file_233.txt
151,1569991,_splitted_1675402897,0_sorted_file_234.txt
152,1518770,_splitted_1675402897,0_sorted_file_235.txt
153,1499377,_splitted_1675402897,0_sorted_file_236.txt
154,1548760,_splitted_1675402897,0_sorted_file_237.txt
155,1532127,_splitted_1675402897,0_sorted_file_238.txt
156,1474154,_splitted_1675402897,0_sorted_file_239.txt
157,1640996,_splitted_1675402897,0_sorted_file_24.txt
158,1534452,_splitted_1675402897,0_sorted_file_240.txt
159,1540516,_splitted_1675402897,0_sorted_file_241.txt
160,1494469,_splitted_1675402897,0_sorted_file_242.txt
161,1549110,_splitted_1675402897,0_sorted_file_243.txt
162,1521242,_splitted_1675402897,0_sorted_file_244.txt
163,1566792,_splitted_1675402897,0_sorted_file_245.txt
164,1504591,_splitted_1675402897,0_sorted_file_246.txt
165,1297074,_splitted_1675402897,0_sorted_file_247.txt
166,1297074,_splitted_1675402897,0_sorted_file_248.txt
167,1152324,_splitted_1675402897,0_sorted_file_249.txt
168,1547284,_splitted_1675402897,0_sorted_file_25.txt
169,1569582,_splitted_1675402897,0_sorted_file_26.txt
170,1720546,_splitted_1675402897,0_sorted_file_27.txt
171,1574307,_splitted_1675402897,0_sorted_file_28.txt
172,1560595,_splitted_1675402897,0_sorted_file_29.txt
173,1612144,_splitted_1675402897,0_sorted_file_3.txt
174,1575586,_splitted_1675402897,0_sorted_file_30.txt
175,1590662,_splitted_1675402897,0_sorted_file_31.txt
176,1580504,_splitted_1675402897,0_sorted_file_32.txt
177,1690070,_splitted_1675402897,0_sorted_file_33.txt
178,1573642,_splitted_1675402897,0_sorted_file_34.txt
179,1528482,_splitted_1675402897,0_sorted_file_35.txt
180,1542304,_splitted_1675402897,0_sorted_file_36.txt
181,1596029,_splitted_1675402897,0_sorted_file_37.txt
182,1702331,_splitted_1675402897,0_sorted_file_38.txt
183,1611617,_splitted_1675402897,0_sorted_file_39.txt
184,1621296,_splitted_1675402897,0_sorted_file_4.txt
185,1568583,_splitted_1675402897,0_sorted_file_40.txt
186,1712492,_splitted_1675402897,0_sorted_file_41.txt
187,1607968,_splitted_1675402897,0_sorted_file_42.txt
188,1800496,_splitted_1675402897,0_sorted_file_43.txt
189,1586374,_splitted_1675402897,0_sorted_file_44.txt
190,1664520,_splitted_1675402897,0_sorted_file_45.txt
191,1631346,_splitted_1675402897,0_sorted_file_46.txt
192,1544096,_splitted_1675402897,0_sorted_file_47.txt
193,1556304,_splitted_1675402897,0_sorted_file_48.txt
194,1582124,_splitted_1675402897,0_sorted_file_49.txt
195,1525622,_splitted_1675402897,0_sorted_file_5.txt
196,1492454,_splitted_1675402897,0_sorted_file_50.txt
197,1529847,_splitted_1675402897,0_sorted_file_51.txt
198,1633075,_splitted_1675402897,0_sorted_file_52.txt
199,1544149,_splitted_1675402897,0_sorted_file_53.txt
200,1495334,_splitted_1675402897,0_sorted_file_54.txt
201,1614629,_splitted_1675402897,0_sorted_file_55.txt
202,1600513,_splitted_1675402897,0_sorted_file_56.txt
203,1613415,_splitted_1675402897,0_sorted_file_57.txt
204,1481971,_splitted_1675402897,0_sorted_file_58.txt
205,1544700,_splitted_1675402897,0_sorted_file_59.txt
206,1552438,_splitted_1675402897,0_sorted_file_6.txt
207,1534852,_splitted_1675402897,0_sorted_file_60.txt
208,1643166,_splitted_1675402897,0_sorted_file_61.txt
209,1550441,_splitted_1675402897,0_sorted_file_62.txt
210,1518358,_splitted_1675402897,0_sorted_file_63.txt
211,1691881,_splitted_1675402897,0_sorted_file_64.txt
212,1521682,_splitted_1675402897,0_sorted_file_65.txt
213,1574857,_splitted_1675402897,0_sorted_file_66.txt
214,1529513,_splitted_1675402897,0_sorted_file_67.txt
215,1558874,_splitted_1675402897,0_sorted_file_68.txt
216,1653990,_splitted_1675402897,0_sorted_file_69.txt
217,1546746,_splitted_1675402897,0_sorted_file_7.txt
218,1498992,_splitted_1675402897,0_sorted_file_70.txt
219,1527511,_splitted_1675402897,0_sorted_file_71.txt
220,1673233,_splitted_1675402897,0_sorted_file_72.txt
221,1620782,_splitted_1675402897,0_sorted_file_73.txt
222,1664031,_splitted_1675402897,0_sorted_file_74.txt
223,1648768,_splitted_1675402897,0_sorted_file_75.txt
224,1521065,_splitted_1675402897,0_sorted_file_76.txt
225,1695994,_splitted_1675402897,0_sorted_file_77.txt
226,1504828,_splitted_1675402897,0_sorted_file_78.txt
227,1627748,_splitted_1675402897,0_sorted_file_79.txt
228,1561021,_splitted_1675402897,0_sorted_file_8.txt
229,1525873,_splitted_1675402897,0_sorted_file_80.txt
230,1471308,_splitted_1675402897,0_sorted_file_81.txt
231,1464443,_splitted_1675402897,0_sorted_file_82.txt
232,1519288,_splitted_1675402897,0_sorted_file_83.txt
233,1541089,_splitted_1675402897,0_sorted_file_84.txt
234,1561894,_splitted_1675402897,0_sorted_file_85.txt
235,1435989,_splitted_1675402897,0_sorted_file_86.txt
236,1688290,_splitted_1675402897,0_sorted_file_87.txt
237,1561746,_splitted_1675402897,0_sorted_file_88.txt
238,1503705,_splitted_1675402897,0_sorted_file_89.txt
239,1615149,_splitted_1675402897,0_sorted_file_9.txt
240,1562643,_splitted_1675402897,0_sorted_file_90.txt
241,1502550,_splitted_1675402897,0_sorted_file_91.txt
242,1556131,_splitted_1675402897,0_sorted_file_92.txt
243,1685168,_splitted_1675402897,0_sorted_file_93.txt
244,1615093,_splitted_1675402897,0_sorted_file_94.txt
245,1524066,_splitted_1675402897,0_sorted_file_95.txt
246,1524273,_splitted_1675402897,0_sorted_file_96.txt
247,1524097,_splitted_1675402897,0_sorted_file_97.txt
248,1524220,_splitted_1675402897,0_sorted_file_98.txt
249,1524124,_splitted_1675402897,0_sorted_file_99.txt
250,1516203,_splitted_1675402897,100_data_file_0.txt
251,1633059,_splitted_1675402897,100_data_file_1.txt
252,1516334,_splitted_1675402897,101_data_file_0.txt
253,160180,_splitted_1675402897,101_data_file_1.txt
254,1516336,_splitted_1675402897,102_data_file_0.txt
255,1516431,_splitted_1675402897,103_data_file_0.txt
256,1523586,_splitted_1675402897,104_data_file_0.txt
257,1533891,_splitted_1675402897,105_data_file_0.txt
258,1533833,_splitted_1675402897,106_data_file_0.txt
259,1533733,_splitted_1675402897,107_data_file_0.txt
260,1533662,_splitted_1675402897,108_data_file_0.txt
261,1533763,_splitted_1675402897,109_data_file_0.txt
262,1496776,_splitted_1675402897,10_data_file_0.txt
263,1319776,_splitted_1675402897,10_data_file_1.txt
264,1615549,_splitted_1675402897,10_data_file_10.txt
265,1615284,_splitted_1675402897,10_data_file_11.txt
266,1591679,_splitted_1675402897,10_sorted_file_12.txt
267,1711417,_splitted_1675402897,10_sorted_file_13.txt
268,1504349,_splitted_1675402897,10_sorted_file_14.txt
269,1553113,_splitted_1675402897,10_sorted_file_15.txt
270,1709052,_splitted_1675402897,10_sorted_file_16.txt
271,1576800,_splitted_1675402897,10_sorted_file_17.txt
272,1560040,_splitted_1675402897,10_sorted_file_18.txt
273,1701792,_splitted_1675402897,10_sorted_file_19.txt
274,1494133,_splitted_1675402897,10_sorted_file_2.txt
275,1686986,_splitted_1675402897,10_sorted_file_20.txt
276,1701594,_splitted_1675402897,10_sorted_file_21.txt
277,1601075,_splitted_1675402897,10_sorted_file_22.txt
278,1663864,_splitted_1675402897,10_sorted_file_23.txt
279,1670867,_splitted_1675402897,10_sorted_file_24.txt
280,1551229,_splitted_1675402897,10_sorted_file_25.txt
281,1592583,_splitted_1675402897,10_sorted_file_26.txt
282,1686510,_splitted_1675402897,10_sorted_file_27.txt
283,1550775,_splitted_1675402897,10_sorted_file_28.txt
284,1523826,_splitted_1675402897,10_sorted_file_29.txt
285,1598760,_splitted_1675402897,10_sorted_file_3.txt
286,1603722,_splitted_1675402897,10_sorted_file_30.txt
287,1675473,_splitted_1675402897,10_sorted_file_31.txt
288,1621333,_splitted_1675402897,10_sorted_file_32.txt
289,1525919,_splitted_1675402897,10_sorted_file_33.txt
290,1613024,_splitted_1675402897,10_sorted_file_34.txt
291,1653718,_splitted_1675402897,10_sorted_file_35.txt
292,1523007,_splitted_1675402897,10_sorted_file_36.txt
293,1714451,_splitted_1675402897,10_sorted_file_37.txt
294,1574559,_splitted_1675402897,10_sorted_file_38.txt
295,1669108,_splitted_1675402897,10_sorted_file_39.txt
296,1578183,_splitted_1675402897,10_sorted_file_4.txt
297,1665397,_splitted_1675402897,10_sorted_file_40.txt
298,1728237,_splitted_1675402897,10_sorted_file_41.txt
299,1590604,_splitted_1675402897,10_sorted_file_42.txt
300,1570179,_splitted_1675402897,10_sorted_file_43.txt
301,1656469,_splitted_1675402897,10_sorted_file_44.txt
302,1623289,_splitted_1675402897,10_sorted_file_45.txt
303,1889557,_splitted_1675402897,10_sorted_file_46.txt
304,1543825,_splitted_1675402897,10_sorted_file_47.txt
305,1556230,_splitted_1675402897,10_sorted_file_48.txt
306,1586472,_splitted_1675402897,10_sorted_file_49.txt
307,1510300,_splitted_1675402897,10_sorted_file_5.txt
308,1492260,_splitted_1675402897,10_sorted_file_50.txt
